forma,tipo,sub_tipo
violenta,Envenenamiento,Envenenamiento por narcóticos y psicodislépticos (alucinógenos)
violenta,Envenenamiento,Envenenamiento por anestésicos y gases terapéuticos
violenta,Envenenamiento,Envenenamiento por antiepilépticos hipnóticos-sedantes y drogas antiparkinsonianas
violenta,Envenenamiento,Envenenamiento por psicotrópicos no clasificados en otra parte
violenta,Envenenamiento,Envenenamiento por drogas que afectan principalmente el sistema nervioso autónomo
violenta,Envenenamiento,Envenenamiento por agentes principalmente sistémicos y hematológicos no clasificados en otra parte
violenta,Envenenamiento,Envenenamiento por agentes que afectan principalmente el sistema cardiovascular
violenta,Envenenamiento,Envenenamiento por agentes que afectan principalmente el sistema gastrointestinal
violenta,Envenenamiento,Envenenamiento por agentes con acción principal sobre los músculos lisos y esqueléticos y sobre el sistema respiratorio
violenta,Envenenamiento,Envenenamiento por agentes tópicos que afectan principalmente la piel y las membranas mucosas y por drogas oftalmológicas otorrinolaringológicas y dentales
violenta,Envenenamiento,Envenenamiento por diuréticos y otras drogas medicamentos y sustancias biológicas no especificadas
violenta,Efectos Toxicos,Efecto tóxico del alcohol
violenta,Efectos Toxicos,Efecto tóxico de disolventes orgánicos
violenta,Efectos Toxicos,Efecto tóxico de los derivados halogenados de los hidrocarburos alifáticos y aromáticos
violenta,Efectos Toxicos,Efecto tóxico de sustancias corrosivas
violenta,Efectos Toxicos,Efecto tóxico de detergentes y jabones
violenta,Efectos Toxicos,Efecto tóxico de metales
violenta,Efectos Toxicos,Efecto tóxico de otras sustancias inorgánicas
violenta,Efectos Toxicos,Efecto tóxico del monóxido de carbono
violenta,Efectos Toxicos,Efecto tóxico de otros gases humos y vapores
violenta,Efectos Toxicos,Efecto tóxico de plaguicidas (pesticidas)
violenta,Efectos Toxicos,Efecto tóxico de sustancias nocivas ingeridas como alimentos marinos
violenta,Efectos Toxicos,Efecto tóxico de otras sustancias nocivas ingeridas como alimento
violenta,Efectos Toxicos,Efecto tóxico del contacto con animales venenosos
violenta,Efectos Toxicos,Efecto tóxico de aflatoxina y otras micotoxinas contaminantes de alimentos
violenta,Efectos Toxicos,Efecto tóxico de otras sustancias y las no especificadas
violenta,Efectos Ambientales,Efectos no especificados de la radiación
violenta,Efectos Ambientales,Efectos del calor y de la luz
violenta,Efectos Ambientales,Hipotermia
violenta,Efectos Ambientales,Otros efectos de la reducción de la temperatura
violenta,Efectos Ambientales,Efectos de la presión del aire y de la presión del agua
violenta,Causas Externas,Síndrome del maltrato
violenta,Causas Externas,Efectos de otras causas externas
violenta,Causas Externas,Efectos adversos no clasificados en otra parte
violenta,Causas Externas,Algunas complicaciones precoces de traumatismos no clasificadas en otra parte
violenta,Complicaciones de Atencion Medica y Quirurjica,Complicaciones consecutivas a infusión transfusión e inyección terapéutica
violenta,Complicaciones de Atencion Medica y Quirurjica,Complicaciones de procedimientos no clasificadas en otra parte
violenta,Complicaciones de Atencion Medica y Quirurjica,Complicaciones de dispositivos protésicos implantes e injertos cardiovasculares
violenta,Complicaciones de Atencion Medica y Quirurjica,Complicaciones de dispositivos implantes e injertos genitourinarios
violenta,Complicaciones de Atencion Medica y Quirurjica,Complicaciones de dispositivos protésicos implantes e injertos ortopédicos internos
violenta,Complicaciones de Atencion Medica y Quirurjica,Complicaciones de otros dispositivos protésicos implantes e injertos internos
violenta,Complicaciones de Atencion Medica y Quirurjica,Falla y rechazo del trasplante de órganos y tejidos
violenta,Complicaciones de Atencion Medica y Quirurjica,Complicaciones peculiares de la reinserción y amputación
violenta,Complicaciones de Atencion Medica y Quirurjica,Otras complicaciones de la atención médica y quirúrgica no clasificadas en otra parte
violenta,Caida,Caída en el mismo nivel por hielo o nieve
violenta,Caida,Caída en el mismo nivel por deslizamiento tropezón y traspié
violenta,Caida,Caída por patines para hielo esquís patines de ruedas o patineta
violenta,Caida,Otras caídas en el mismo nivel por colisión con o por empujón de otra persona
violenta,Caida,Caída al ser trasladado o sostenido por otras personas
violenta,Caida,Caída que implica silla de ruedas
violenta,Caida,Caída que implica cama
violenta,Caida,Caída que implica silla
violenta,Caida,Caída que implica otro mueble
violenta,Caida,Caída que implica equipos para juegos infantiles
violenta,Caida,Caída en o desde escalera o escalones
violenta,Caida,Caída en o desde escalera manuales
violenta,Caida,Caída en o desde andamio
violenta,Caida,Caída desde fuera o a través de un edificio u otra construcción
violenta,Caida,Caída desde un árbol
violenta,Caida,Caída desde peñasco
violenta,Caida,Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento
violenta,Caida,Otras caídas de un nivel a otro
violenta,Caida,Otras caídas en el mismo nivel
violenta,Caida,Caída no especificada
violenta,Accidente de Transporte,Peatón lesionado por colisión con vehículo de pedal
violenta,Accidente de Transporte,Peatón lesionado por colisión con vehículo de motor de dos o tres ruedas
violenta,Accidente de Transporte,Peatón lesionado por colisión con automóvil camioneta o furgoneta
violenta,Accidente de Transporte,Peatón lesionado por colisión con vehículo de transporte pesado o autobús
violenta,Accidente de Transporte,Peatón lesionado por colisión con tren o vehículo de rieles
violenta,Accidente de Transporte,Peatón lesionado por colisión con otros vehículos sin motor
violenta,Accidente de Transporte,Peatón lesionado en otros accidentes de transporte y en los no especificados
violenta,Accidente de Transporte,Ciclista lesionado por colisión con peatón o animal
violenta,Accidente de Transporte,Ciclista lesionado por colisión con otro ciclista
violenta,Accidente de Transporte,Ciclista lesionado por colisión con vehículo de motor de dos o tres ruedas.
violenta,Accidente de Transporte,Ciclista lesionado por colisión con automóvil camioneta o furgoneta
violenta,Accidente de Transporte,Ciclista lesionado por colisión con vehículo de transporte pesado o autobús
violenta,Accidente de Transporte,Ciclista lesionado por colisión con tren o vehículo de rieles
violenta,Accidente de Transporte,Ciclista lesionado por colisión con otros vehículos sin motor
violenta,Accidente de Transporte,Ciclista lesionado por colisión con objeto estacionado o fijo
violenta,Accidente de Transporte,Ciclista lesionado en accidente de transporte sin colisión
violenta,Accidente de Transporte,Ciclista lesionado en otros accidentes de transporte y en los no especificados.
violenta,Accidente de Transporte,Motociclista lesionado por colisión con peatón o animal
violenta,Accidente de Transporte,Motociclista lesionado por colisión con vehículo de pedal
violenta,Accidente de Transporte,Motociclista lesionado por colisión con vehículo de motor de dos o tres ruedas
violenta,Accidente de Transporte,Motociclista lesionado por colisión con automóvil camioneta o furgoneta
violenta,Accidente de Transporte,Motociclista lesionado por colisión con vehículo de transporte pesado o autobús
violenta,Accidente de Transporte,Motociclista lesionado por colisión con tren o vehículo de rieles
violenta,Accidente de Transporte,Motociclista lesionado por colisión con otros vehículos sin motor
violenta,Accidente de Transporte,Motociclista lesionado por colisión con objeto fijo o estacionado
violenta,Accidente de Transporte,Motociclista lesionado en accidente de transporte sin colisión
violenta,Accidente de Transporte,Motociclista lesionado en otros accidentes de transporte y en los no especificados
violenta,Accidente de Transporte,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal
violenta,Accidente de Transporte,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal
violenta,Accidente de Transporte,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas
violenta,Accidente de Transporte,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil camioneta o furgoneta
violenta,Accidente de Transporte,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús
violenta,Accidente de Transporte,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles
violenta,Accidente de Transporte,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos sin motor
violenta,Accidente de Transporte,Ocupante de vehículo de motor de tres ruedas lesionado por  colisión con objeto fijo o estacionado
violenta,Accidente de Transporte,Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión
violenta,Accidente de Transporte,Ocupante de vehículo de motor de tres ruedas lesionado en otros accidentes de transporte y en los no especificados
violenta,Accidente de Transporte,Ocupante de automóvil lesionado por colisión con peatón o animal
violenta,Accidente de Transporte,Ocupante de automóvil lesionado por colisión con vehículo de pedal
violenta,Accidente de Transporte,Ocupante de automóvil lesionado por colisión con vehículo de motor de dos o tres ruedas
violenta,Accidente de Transporte,Ocupante de automóvil lesionado por colisión con otro automóvil camioneta o furgoneta
violenta,Accidente de Transporte,Ocupante de automóvil lesionado por colisión con  vehículo de transporte pesado o autobús
violenta,Accidente de Transporte,Ocupante de automóvil lesionado por colisión con tren o vehículo de rieles
violenta,Accidente de Transporte,Ocupante de automóvil lesionado por colisión con otros vehículos sin motor
violenta,Accidente de Transporte,Ocupante de automóvil lesionado por colisión con objeto fijo o estacionado
violenta,Accidente de Transporte,Ocupante de automóvil lesionado en accidente de transporte sin colisión
violenta,Accidente de Transporte,Ocupante de automóvil lesionado en otros accidentes de transporte y en los no especificados
violenta,Accidente de Transporte,Ocupante de camioneta o furgoneta lesionado por colisión con peatón o animal
violenta,Accidente de Transporte,Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal
violenta,Accidente de Transporte,Ocupante de camioneta  o furgoneta lesionado por colisión con vehículo de motor de dos o tres ruedas
violenta,Accidente de Transporte,Ocupante de camioneta o furgoneta lesionado por colisión con automóvil camioneta o furgoneta
violenta,Accidente de Transporte,Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús
violenta,Accidente de Transporte,Ocupante de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles
violenta,Accidente de Transporte,Ocupante de camioneta o furgoneta lesionado por colisión con otros vehículos sin motor
violenta,Accidente de Transporte,Ocupante de camioneta o furgoneta lesionado por colisión objeto fijo o estacionado
violenta,Accidente de Transporte,Ocupante de camioneta o furgoneta lesionado en accidente de transporte sin colisión
violenta,Accidente de Transporte,Ocupante de camioneta o furgoneta lesionado en otros accidentes de transporte y en los no especificados
violenta,Accidente de Transporte,Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal
violenta,Accidente de Transporte,Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal
violenta,Accidente de Transporte,Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de motor de dos o tres ruedas
violenta,Accidente de Transporte,Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil camioneta o furgoneta
violenta,Accidente de Transporte,Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús
violenta,Accidente de Transporte,Ocupante de vehículo de transporte pesado lesionado por colisión con tren o vehículo de rieles
violenta,Accidente de Transporte,Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor
violenta,Accidente de Transporte,Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado
violenta,Accidente de Transporte,Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión
violenta,Accidente de Transporte,Ocupante de vehículo de transporte pesado lesionado en otros accidentes de transporte y en los no especificados
violenta,Accidente de Transporte,Ocupante de autobús lesionado por colisión con peatón o animal
violenta,Accidente de Transporte,Ocupante de autobús lesionado por colisión con vehículo de pedal
violenta,Accidente de Transporte,Ocupante de autobús lesionado por colisión con vehículo de motor de dos o tres ruedas
violenta,Accidente de Transporte,Ocupante de autobús lesionado por colisión con automóvil camioneta o furgoneta
violenta,Accidente de Transporte,Ocupante de autobús lesionado por colisión con vehículo de transporte pesado o autobús
violenta,Accidente de Transporte,Ocupante de autobús lesionado por colisión con tren o vehículo de rieles
violenta,Accidente de Transporte,Ocupante de autobús lesionado por colisión con otros vehículos sin motor
violenta,Accidente de Transporte,Ocupante de autobús lesionado por colisión con objeto fijo o estacionado
violenta,Accidente de Transporte,Ocupante de autobús lesionado en accidente de transporte sin colisión
violenta,Accidente de Transporte,Ocupante de autobús lesionado en otros accidentes de transporte y en los no especificados
violenta,Accidente de Transporte,Jinete u ocupante de vehículo de tracción animal lesionado en accidente de transporte
violenta,Accidente de Transporte,Ocupante de tren o vehículo de rieles lesionado en accidente de transporte
violenta,Accidente de Transporte,Ocupante de tranvía lesionado en accidente de transporte
violenta,Accidente de Transporte,Ocupante de vehículo especial (de motor) para uso principalmente en plantas industriales lesionado en accidente de transporte
violenta,Accidente de Transporte,Ocupante de vehículo especial (de motor) para uso principalmente en agricultura lesionado en accidente de transporte
violenta,Accidente de Transporte,Ocupante de vehículo especial (de motor) para construcción lesionado en accidente de transporte
violenta,Accidente de Transporte,Ocupante de vehículo especial para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente de transporte
violenta,Accidente de Transporte,Accidente de tránsito de tipo especificado pero donde se desconoce el modo de transporte de la víctima
violenta,Accidente de Transporte,Accidente no de tránsito de tipo especificado pero donde se desconoce el modo de transporte de la víctima
violenta,Accidente de Transporte,Accidente de vehículo de motor o sin motor tipo de vehículo no especificado
violenta,Accidente de Transporte,Accidente de embarcación que causa ahogamiento y sumersión
violenta,Accidente de Transporte,Accidente de embarcación que causa otros tipos de traumatismo
violenta,Accidente de Transporte,Ahogamiento y sumersión relacionados con transporte por agua sin accidente a la embarcación
violenta,Accidente de Transporte,Accidente en una embarcación sin accidente a la embarcación que no causa ahogamiento o sumersión
violenta,Accidente de Transporte,Otros accidentes de transporte por agua y los no especificados
violenta,Accidente de Transporte,Accidente de aeronave de motor con ocupante lesionado
violenta,Accidente de Transporte,Accidente de aeronave sin motor con ocupante lesionado
violenta,Accidente de Transporte,Otros accidentes de transporte aéreo especificados
violenta,Accidente de Transporte,Otros accidentes de transporte especificados
violenta,Accidente de Transporte,Accidente de transporte no especificado
violenta,Contacto Traumatico con otra Persona ,Aporreo golpe mordedura patada rasguño o torcedura infligidos por otra persona
violenta,Contacto Traumatico con otra Persona ,Choque o empellón contra otra persona
violenta,Contacto Traumatico con otra Persona ,Persona aplastada empujada o pisoteada por una multitud o estampida humana
violenta,"Ataque de Animal, Insecto o Planta no venenoso",Mordedura de rata
violenta,"Ataque de Animal, Insecto o Planta no venenoso",Mordedura o ataque de perro
violenta,"Ataque de Animal, Insecto o Planta no venenoso",Mordedura o ataque de otros mamíferos
violenta,"Ataque de Animal, Insecto o Planta no venenoso",Contacto traumático con animales marinos
violenta,"Ataque de Animal, Insecto o Planta no venenoso",Mordedura o picadura de insectos y otros artrópodos no venenosos
violenta,"Ataque de Animal, Insecto o Planta no venenoso",Mordedura o ataque de cocodrilo o caimán
violenta,"Ataque de Animal, Insecto o Planta no venenoso",Mordedura o aplastamiento por otros reptiles
violenta,"Ataque de Animal, Insecto o Planta no venenoso",Contacto traumático con aguijones espinas u hojas cortantes de plantas
violenta,Arma de Fuego,Disparo de arma corta
violenta,Arma de Fuego,Disparo de rifle escopeta y arma larga
violenta,Arma de Fuego,Disparo de otras armas de fuego y las no especificadas
violenta,Explosion,Explosión y rotura de caldera
violenta,Explosion,Explosión y rotura de cilindro con gas
violenta,Explosion,Explosión y rotura de neumático tubo o manguera de goma presurizada
violenta,Explosion,Explosión y rotura de otros dispositivos presurizados especificado
violenta,Explosion,Explosión de fueros artificiales
violenta,Explosion,Explosión de otros materiales
violenta,Contacto Traumatico con un Objeto,Golpe por objeto arrojado proyectado o que cae
violenta,Contacto Traumatico con un Objeto,Golpe contra o golpeado por equipo para deportes
violenta,Contacto Traumatico con un Objeto,Golpe contra o golpeado por otros objetos
violenta,Contacto Traumatico con un Objeto,Atrapado aplastado trabado o apretado en o entre objetos
violenta,Contacto Traumatico con un Objeto,Contacto traumático con dispositivos de elevación o transmisión no clasificado en otra parte
violenta,Contacto Traumatico con un Objeto,Contacto traumático con vidrio cortante
violenta,Contacto Traumatico con un Objeto,Contacto traumático con cuchillo espada daga o puñal
violenta,Contacto Traumatico con un Objeto,Contacto traumático con herramientas manuales sin motor
violenta,Contacto Traumatico con un Objeto,Contacto traumático con cortadora de césped con motor
violenta,Contacto Traumatico con un Objeto,Contacto traumático con otras herramientas manuales y artefactos del hogar con motor
violenta,Contacto Traumatico con un Objeto,Contacto traumático con maquinaria agrícola
violenta,Contacto Traumatico con un Objeto,Contacto traumático con otras maquinarias y las no especificadas
violenta,Contacto Traumatico con un Objeto,Cuerpo extraño que penetra por el ojo u orificio natural
violenta,Contacto Traumatico con un Objeto,Cuerpo extraño que penetra a través de la piel
violenta,Contacto Traumatico con un Objeto,Contacto traumático con aguja hipodérmica
violenta,Ahogamiento y Sumersion,Ahogamiento y sumersión mientras se está en la bañera
violenta,Ahogamiento y Sumersion,Ahogamiento y sumersión consecutivos a caída en la bañera
violenta,Ahogamiento y Sumersion,Ahogamiento y sumersión mientras se está en una piscina
violenta,Ahogamiento y Sumersion,Ahogamiento y sumersión consecutivos a caída en una piscina
violenta,Ahogamiento y Sumersion,Ahogamiento y sumersión mientras se está en aguas naturales
violenta,Ahogamiento y Sumersion,Ahogamiento y sumersión posterior a caída en aguas naturales
violenta,Ahogamiento y Sumersion,Otros ahogamientos y sumersiones especificados
violenta,Ahogamiento y Sumersion,Ahogamiento y sumersión no especificados
violenta,Estrangulamiento Accidental,Sofocación y estrangulamiento accidental en la cama
violenta,Estrangulamiento Accidental,Otros estrangulamientos y ahorcamientos accidentales
violenta,Obstruccion Respiratoria,Obstrucción de la respiración debida a hundimiento caída de tierra u otras sustancias
violenta,Obstruccion Respiratoria,Inhalación de contenidos gástricos
violenta,Obstruccion Respiratoria,Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias
violenta,Obstruccion Respiratoria,Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias
violenta,Obstruccion Respiratoria,Confinado o atrapado en un ambiente con bajo contenido de oxígeno
violenta,Obstruccion Respiratoria,Otras obstrucciones especificadas de la respiración
violenta,Obstruccion Respiratoria,Obstrucción no especificada de la respiración
violenta,Exposicion,Exposición a chorro de alta presión
violenta,Exposicion,Exposición al ruido
violenta,Exposicion,Exposición a vibraciones
violenta,Exposicion,Exposición a otras fuerzas mecánicas inanimadas y las no especificadas
violenta,Exposicion,Exposición a líneas de transmisión eléctrica
violenta,Exposicion,Exposición a otras corrientes eléctricas especificadas
violenta,Exposicion,Exposición a corriente eléctrica no especificada
violenta,Exposicion,Exposición a radiación ionizante
violenta,Exposicion,Exposición a fuente de luz visible y ultravioleta de origen artificial
violenta,Exposicion,Exposición a otros tipos de radiación no ionizante
violenta,Exposicion,Exposición a radiación de tipo no especificado
violenta,Exposicion,Exposición a calor excesivo de origen artificial
violenta,Exposicion,Exposición a frío excesivo de origen artificial
violenta,Exposicion,Exposición a presión de aire alta y baja y a cambios en la presión del aire
violenta,Exposicion,Exposición a otros factores ambientales y a los no especificados de origen artificial
violenta,Exposicion,Exposición a fuego no controlado en edificio u otra construcción
violenta,Exposicion,Exposición a fuego no controlado en lugar que no es edificio u otra construcción
violenta,Exposicion,Exposición a fuego controlado en edificio u otra construcción
violenta,Exposicion,Exposición a fuego controlado en lugar que no es edificio u otra construcción
violenta,Exposicion,Exposición a ignición de material altamente inflamable
violenta,Exposicion,Exposición a ignición o fusión de ropas de dormir
violenta,Exposicion,Exposición a ignición o fusión de otras ropas y accesorios
violenta,Exposicion,Exposición a otros humos fuegos o llamas especificados
violenta,Exposicion,Exposición a humos fuegos o llamas no especificados
violenta,Exposicion,Exposición al calor natural excesivo
violenta,Exposicion,Exposición al frío natural excesivo
violenta,Exposicion,Exposición a rayos solares
violenta,Exposicion,Exposición a otras fuerzas de la naturaleza y las no especificadas
violenta,Exposicion,Exposición a otros factores especificados
violenta,Exposicion,Exposición a factores no especificados
violenta,Contacto con Elementos Calientes,Contacto con bebidas alimentos grasas y aceites para cocinar calientes
violenta,Contacto con Elementos Calientes,Contacto con agua caliente corriente
violenta,Contacto con Elementos Calientes,Contacto con otros líquidos calientes
violenta,Contacto con Elementos Calientes,Contacto con vapor de agua y otros vapores calientes
violenta,Contacto con Elementos Calientes,Contacto con aire y gases calientes
violenta,Contacto con Elementos Calientes,Contacto con utensilios domésticos calientes
violenta,Contacto con Elementos Calientes,Contacto con radiadores cañerías y artefactos para calefacción calientes
violenta,Contacto con Elementos Calientes,Contacto con máquinas motores y herramientas calientes
violenta,Contacto con Elementos Calientes,Contacto con otros metales calientes
violenta,Contacto con Elementos Calientes,Contacto con otras sustancias calientes y las no especificadas
violenta,"Contacto Traumatico con Animal, Insecto o Planta Venenoso",Contacto traumático con serpientes y lagartos venenosos
violenta,"Contacto Traumatico con Animal, Insecto o Planta Venenoso",Contacto traumático con arañas venenosas
violenta,"Contacto Traumatico con Animal, Insecto o Planta Venenoso",Contacto traumático con escorpión
violenta,"Contacto Traumatico con Animal, Insecto o Planta Venenoso",Contacto traumático con avispones avispas y abejas
violenta,"Contacto Traumatico con Animal, Insecto o Planta Venenoso",Contacto traumático con centípodos y miriápodos venenosos (tropicales)
violenta,"Contacto Traumatico con Animal, Insecto o Planta Venenoso",Contacto traumático con otros artrópodos venenosos
violenta,"Contacto Traumatico con Animal, Insecto o Planta Venenoso",Contacto traumático con animales y plantas marinas venenosos
violenta,"Contacto Traumatico con Animal, Insecto o Planta Venenoso",Contacto traumático con otros animales venenosos especificados
violenta,"Contacto Traumatico con Animal, Insecto o Planta Venenoso",Contacto traumático con otras plantas venenosas especificadas
violenta,"Contacto Traumatico con Animal, Insecto o Planta Venenoso",Contacto traumático con animales y plantas venenosos no especificados
violenta,Envenenamiento Accidental,Envenenamiento accidental por y exposición a analgésicos no narcóticos antipiréticos y antirreumáticos
violenta,Envenenamiento Accidental,Envenenamiento accidental por y exposición a drogas antiepilépticas sedantes hipnóticas antiparkinsonianas y psicotrópicas no clasificadas en otra parte
violenta,Envenenamiento Accidental,Envenenamiento accidental por y exposición a narcóticos y psicodislépticos [alucinógenos] no clasificados en otra parte
violenta,Envenenamiento Accidental,Envenenamiento accidental por y exposición a otras drogas que actúan sobre el sistema nervioso autónomo
violenta,Envenenamiento Accidental,Envenenamiento accidental por y exposición a otras drogas medicamentos y sustancias biológicas y los no especificados
violenta,Envenenamiento Accidental,Envenenamiento accidental por y exposición al alcohol
violenta,Envenenamiento Accidental,Envenenamiento accidental por y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores
violenta,Envenenamiento Accidental,Envenenamiento accidental por y exposición a otros gases y vapores
violenta,Envenenamiento Accidental,Envenenamiento accidental por y exposición a plaguicidas
violenta,Envenenamiento Accidental,Envenenamiento accidental por y exposición a otros productos químicos y sustancias nocivas y los no especificados
violenta,Desastres Naturales,Víctima de rayo
violenta,Desastres Naturales,Víctima de terremoto
violenta,Desastres Naturales,Víctima de erupción volcánica
violenta,Desastres Naturales,Víctima de avalancha derrumbe y otros movimientos de tierra
violenta,Desastres Naturales,Víctima de tormenta cataclísmica
violenta,Desastres Naturales,Víctima de inundación
violenta,Privacion,Asfixia
violenta,Privacion,Efectos de otras privaciones
violenta,Privacion,Privación de alimentos
violenta,Privacion,Privación de agua
violenta,Privacion,Privación no especificada
violenta,Envenenamiento Autoinflingido,Envenenamiento autoinfligido intencionalmente por y exposición a analgésicos no narcóticos antipiréticos y antirreumáticos
violenta,Envenenamiento Autoinflingido,Envenenamiento autoinfligido intencionalmente por y exposición a drogas antiepilépticas sedantes hipnóticas antiparkinsonianas y psicotrópicas no clasificadas en otra parte
violenta,Envenenamiento Autoinflingido,Envenenamiento autoinfligido intencionalmente por y exposición a narcóticos y psicodislépticos [alucinógenos] no clasificados en otra parte
violenta,Envenenamiento Autoinflingido,Envenenamiento autoinfligido intencionalmente por y exposición a otras drogas que actúan sobre el sistema nervioso autónomo
violenta,Envenenamiento Autoinflingido,Envenenamiento autoinfligido intencionalmente por y exposición a otras drogas medicamentos y sustancias biológicas y los no especificados
violenta,Envenenamiento Autoinflingido,Envenenamiento autoinfligido intencionalmente por y exposición al alcohol
violenta,Envenenamiento Autoinflingido,Envenenamiento autoinfligido intencionalmente por y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores
violenta,Envenenamiento Autoinflingido,Envenenamiento autoinfligido intencionalmente por y exposición a otros gases y vapores
violenta,Envenenamiento Autoinflingido,Envenenamiento autoinfligido intencionalmente por y exposición a plaguicidas
violenta,Envenenamiento Autoinflingido,Envenenamiento autoinfligido intencionalmente por y exposición a otros productos químicos y sustancias nocivas y los no especificados
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente por ahorcamiento estrangulamiento o sofocación
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente por ahogamiento y sumersión
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente por disparo de arma corta
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente por disparo de rifle escopeta y arma larga
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente por disparo de otras armas de fuego y las no especificadas
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente por material explosivo
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente por humo fuego y llamas
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente por vapor de agua vapores y objetos calientes
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente por objeto cortante
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente por objeto romo o sin filo
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente al saltar desde un lugar elevado
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente por colisión de vehículo de motor
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente por otros medios especificados
violenta,Lesion Autoinflingida,Lesión autoinfligida intencionalmente por medios no especificados
violenta,Agresion,Agresión con drogas medicamentos y sustancias biológicas
violenta,Agresion,Agresión con sustancia corrosiva
violenta,Agresion,Agresión con plaguicidas
violenta,Agresion,Agresión con gases y vapores
violenta,Agresion,Agresión con otros productos químicos y sustancias nocivas especificadas
violenta,Agresion,Agresión con productos químicos y sustancias nocivas no especificadas
violenta,Agresion,Agresión por ahorcamiento estrangulamiento y sofocación
violenta,Agresion,Agresión por ahogamiento y sumersión
violenta,Agresion,Agresión con disparo de arma corta
violenta,Agresion,Agresión con disparo de rifle escopeta y arma larga
violenta,Agresion,Agresión con disparo de otras armas de fuego y las no especificadas
violenta,Agresion,Agresión con material explosivo
violenta,Agresion,Agresión con humo fuego y llamas
violenta,Agresion,Agresión con vapor de agua vapores y objetos calientes
violenta,Agresion,Agresión con objeto cortante
violenta,Agresion,Agresión con objeto romo o sin filo
violenta,Agresion,Agresión por empujón desde un lugar elevado
violenta,Agresion,Agresión por empujar o colocar a la víctima delante de objeto en movimiento
violenta,Agresion,Agresión por colisión de vehículo de motor
violenta,Agresion,Agresión con fuerza corporal
violenta,Agresion,Agresión sexual con fuerza corporal
violenta,Agresion,Negligencia y abandono
violenta,Agresion,Otros maltratos
violenta,Agresion,Agresión por otros medios especificados
violenta,Agresion,Agresión por medios no especificados
violenta,Envenenamiento de intencion no determinada,Envenenamiento por y exposición a analgésicos no narcóticos antipiréticos y antirreumáticos de intención no determinada
violenta,Envenenamiento de intencion no determinada,Envenenamiento por y exposición a drogas antiepilépticas sedantes hipnóticas antiparkinsonianas y psicotrópicas no clasificadas en otra parte de intención no determinada
violenta,Envenenamiento de intencion no determinada,Envenenamiento por y exposición a narcóticos y psicodislépticos [alucinógenos] no clasificados en otra parte de intención no determinada
violenta,Envenenamiento de intencion no determinada,Envenenamiento por y exposición a otras drogas que actúan sobre el sistema nervioso autónomo de intención no determinada
violenta,Envenenamiento de intencion no determinada,Envenenamiento por y exposición a otras drogas medicamentos y sustancias biológicas y las no especificadas de intención no determinada
violenta,Envenenamiento de intencion no determinada,Envenenamiento por y exposición al alcohol de intención no determinada
violenta,Envenenamiento de intencion no determinada,Envenenamiento por y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores de intención no determinada
